Fallout 2 RE	Matched function	Line	Code
0x41633c	void idist()	line 1638 in animation.c	int sub_41633C(int x1, int y1, int x2, int y2)
0x416360	DWORD tile_idistance(DWORD sourceTile, DWORD targetTile)	line 1656 in animation.c	int sub_416360(int tile1, int tile2)
0x41633c	void idist()	line 1666 in animation.c	return sub_41633C(x1, y1, x2, y2);
0x4163ac	void make_straight_path()	line 1670 in animation.c	int sub_4163AC(Object* a1, int from, int to, STRUCT_530014_28* pathNodes, Object** a5, int a6)
0x4163c8	DWORD make_straight_path_func(GameObject* objFrom, DWORD tileFrom, DWORD tileTo, void* arrayPtr, DWORD* outObject, DWORD flags, void* blockingFunc)	line 1672 in animation.c	return sub_4163C8(a1, from, to, pathNodes, a5, a6, sub_48B848);
0x4163c8	DWORD make_straight_path_func(GameObject* objFrom, DWORD tileFrom, DWORD tileTo, void* arrayPtr, DWORD* outObject, DWORD flags, void* blockingFunc)	line 1678 in animation.c	int sub_4163C8(Object* a1, int from, int to, STRUCT_530014_28* a4, Object** a5, int a6, Object* (*a7)(Object*, int, int))
0x416dfc	void anim_move()	line 1874 in animation.c	v10 = sub_416DFC(a1, a2->tile, a2->elevation, -1, anim, 0, animationSequenceIndex);
0x415b44	void anim_set_continue()	line 1889 in animation.c	sub_415B44(animationSequenceIndex, 0);
0x416dfc	void anim_move()	line 1913 in animation.c	v1 = sub_416DFC(obj, tile, elev, -1, anim, 0, animationSequenceIndex);
0x48b848	GameObject* obj_blocking_at(GameObject* object, DWORD tile, DWORD elevation)	line 1918 in animation.c	if (sub_48B848(obj, tile, elev)) {
0x415b44	void anim_set_continue()	line 1923 in animation.c	sub_415B44(animationSequenceIndex, 0);
0x416dfc	void anim_move()	line 1936 in animation.c	int sub_416DFC(Object* obj, int tile, int elev, int a3, int anim, int a5, int animationSequenceIndex)
0x418794	void compute_tpf()	line 1956 in animation.c	ptr->field_14 = sub_418794(obj, ptr->fid);
0x415ee8	void make_path()	line 1961 in animation.c	ptr->field_1C = sub_415EE8(obj, obj->tile, tile, ptr->rotations, a5);
0x416f54	void anim_move_straight_to_tile()	line 1975 in animation.c	int sub_416F54(Object* obj, int tile, int elevation, int anim, int animationSequenceIndex, int flags)
0x418794	void compute_tpf()	line 1992 in animation.c	ptr->field_14 = sub_418794(obj, ptr->fid);
0x4163ac	void make_straight_path()	line 2005 in animation.c	ptr->field_1C = sub_4163AC(obj, obj->tile, tile, ptr->field_28, NULL, v15);
0x41712c	void anim_move_on_stairs()	line 2017 in animation.c	int sub_41712C(Object* obj, int tile, int elevation, int anim, int animationSequenceIndex)
0x418794	void compute_tpf()	line 2036 in animation.c	ptr->field_14 = sub_418794(obj, ptr->fid);
0x41695c	void make_stair_path()	line 2039 in animation.c	// ptr->field_1C = sub_41695C(obj, obj->tile_index, obj->elevation, tile, elevation, ptr->field_28, 0);
0x417248	void check_for_falling()	line 2051 in animation.c	int sub_417248(Object* obj, int anim, int a3)
0x418708	void check_gravity()	line 2059 in animation.c	if (sub_418708(obj->tile, obj->elevation) == obj->elevation) {
0x418794	void compute_tpf()	line 2074 in animation.c	ptr->field_14 = sub_418794(obj, ptr->fid);
0x4163c8	DWORD make_straight_path_func(GameObject* objFrom, DWORD tileFrom, DWORD tileTo, void* arrayPtr, DWORD* outObject, DWORD flags, void* blockingFunc)	line 2076 in animation.c	ptr->field_1C = sub_4163C8(obj, obj->tile, obj->tile, ptr->field_28, 0, 16, sub_48B848);
0x417360	void object_move()	line 2088 in animation.c	void sub_417360(int index)
0x489ff8	void obj_offset()	line 2127 in animation.c	sub_489FF8(object, frameX, frameY, &temp);
0x48b848	GameObject* obj_blocking_at(GameObject* object, DWORD tile, DWORD elevation)	line 2138 in animation.c	Object* v12 = sub_48B848(object, v10, object->elevation);
0x415e24	DWORD anim_can_use_door(GameObject* source, GameObject* object)	line 2140 in animation.c	if (sub_415E24(object, v12) == 0) {
0x415ee8	void make_path()	line 2141 in animation.c	p530014->field_1C = sub_415EE8(object, object->tile, p530014->field_24, p530014->rotations, 1);
0x49ccb8	void obj_use_door()	line 2158 in animation.c	sub_49CCB8(object, v12, 0);
0x489ff8	void obj_offset()	line 2197 in animation.c	sub_489FF8(object, x, y, &temp);
0x415b44	void anim_set_continue()	line 2205 in animation.c	sub_415B44(p530014->animationSequenceIndex, 1);
0x4177c0	void object_straight_move()	line 2210 in animation.c	void sub_4177C0(int index)
0x489ff8	void obj_offset()	line 2242 in animation.c	sub_489FF8(object, v12->x, v12->y, &temp);
0x415b44	void anim_set_continue()	line 2255 in animation.c	sub_415B44(p530014->animationSequenceIndex, 1);
0x4179b8	void anim_animate()	line 2261 in animation.c	int sub_4179B8(Object* obj, int anim, int animationSequenceIndex, int flags)
0x418794	void compute_tpf()	line 2286 in animation.c	ptr->field_14 = sub_418794(obj, ptr->fid);
0x417b30	void object_animate()	line 2296 in animation.c	void sub_417B30()
0x4c9370	void get_time()	line 2312 in animation.c	int time = sub_4C9370();
0x4177c0	void object_straight_move()	line 2325 in animation.c	sub_4177C0(index);
0x417360	void object_move()	line 2328 in animation.c	sub_417360(index);
0x415b44	void anim_set_continue()	line 2341 in animation.c	sub_415B44(other530014->animationSequenceIndex, 1);
0x415b44	void anim_set_continue()	line 2365 in animation.c	sub_415B44(p530014->animationSequenceIndex, 1);
0x489ff8	void obj_offset()	line 2375 in animation.c	sub_489FF8(object, frameX, frameY, &tempRect);
0x489ff8	void obj_offset()	line 2401 in animation.c	sub_489FF8(object, -x, -y, &tempRect);
0x415b44	void anim_set_continue()	line 2409 in animation.c	sub_415B44(p530014->animationSequenceIndex, 1);
0x489ff8	void obj_offset()	line 2445 in animation.c	sub_489FF8(object, x + frameX, y + frameY, &v19);
0x417f18	void object_anim_compact()	line 2460 in animation.c	sub_417F18();
0x417f18	void object_anim_compact()	line 2464 in animation.c	void sub_417F18()
0x417ffc	void check_move()	line 2498 in animation.c	int sub_417FFC(int* a1)
0x478040	void item_mp_cost()	line 2516 in animation.c	int v6 = sub_478040(gDude, hitMode, aiming);
0x4180b4	void dude_move()	line 2535 in animation.c	int sub_4180B4(int a1)
0x417ffc	void check_move()	line 2538 in animation.c	int tile = sub_417FFC(&v1);
0x41810c	void dude_run()	line 2544 in animation.c	return sub_41810C(a1);
0x41810c	void dude_run()	line 2557 in animation.c	int sub_41810C(int a1)
0x417ffc	void check_move()	line 2563 in animation.c	tile_num = sub_417FFC(&a4);
0x418168	void dude_fidget()	line 2580 in animation.c	void sub_418168()
0x4d2918	void vcr_status()	line 2590 in animation.c	if (sub_4D2918() != 2) {
0x4c9410	void get_bk_time()	line 2598 in animation.c	unsigned int v0 = sub_4C9410();
0x418378	void dude_stand()	line 2669 in animation.c	void sub_418378(Object* obj, int rotation, int fid)
0x489ff8	void obj_offset()	line 2731 in animation.c	sub_489FF8(obj, x, y, &temp);
0x418574	void dude_standup()	line 2738 in animation.c	void sub_418574(Object* a1)
0x42dd80	void critter_is_prone()	line 2757 in animation.c	if (!sub_42DD80(obj)) {
0x418378	void dude_stand()	line 2765 in animation.c	sub_418378(obj, rotation, -1);
0x415b44	void anim_set_continue()	line 2768 in animation.c	sub_415B44(animationSequenceIndex, 0);
0x418660	void anim_change_fid()	line 2774 in animation.c	int sub_418660(Object* obj, int animationSequenceIndex, int fid)
0x418378	void dude_stand()	line 2785 in animation.c	sub_418378(obj, obj->rotation, fid);
0x415b44	void anim_set_continue()	line 2788 in animation.c	sub_415B44(animationSequenceIndex, 0);
0x4186cc	void anim_stop()	line 2794 in animation.c	void sub_4186CC()
0x415b9c	void anim_set_end()	line 2800 in animation.c	sub_415B9C(index);
0x418708	void check_gravity()	line 2808 in animation.c	int sub_418708(int tile, int elevation)
0x4b1f04	void square_num()	line 2815 in animation.c	int v4 = sub_4B1F04(x + 2, y + 8, elevation);
0x418794	void compute_tpf()	line 2825 in animation.c	unsigned int sub_418794(Object* object, int fid)
0x419314	void art_get_code()	line 484 in art.c	int sub_419314(int animation, int weaponType, char* a3, char* a4)
0x4199d4	void art_alias_fid()	line 564 in art.c	v1 = sub_4199D4(fid);
0x419314	void art_get_code()	line 587 in art.c	if (sub_419314(v4, v5, &v11, &v12) == -1) {
0x419930	void art_fid_valid()	line 840 in art.c	bool sub_419930(int fid)
0x419998	void art_alias_num()	line 857 in art.c	int sub_419998(int index)
0x4199d4	void art_alias_fid()	line 873 in art.c	int sub_4199D4(int fid)
0x41a2b0	void defaultCompressionFunc()	line 21 in audio.c	bool sub_41A2B0(char* filePath)
0x41a850	void defaultCompressionFunc__()	line 26 in audio_file.c	bool sub_41A850(char* filePath)
0x41b8b4	void automapDisplayMap()	line 253 in automap.c	int sub_41B8B4(int map)
0x48c7a0	void obj_process_seen()	line 282 in automap.c	sub_48C7A0();
0x451970	void gsound_red_butt_press()	line 294 in automap.c	buttonSetCallbacks(scannerBtn, sub_451970, sub_451978);
0x451970	void gsound_red_butt_press()	line 299 in automap.c	buttonSetCallbacks(cancelBtn, sub_451970, sub_451978);
0x4d9554	void win_set_button_rest_state()	line 308 in automap.c	sub_4D9554(switchBtn, 1, 0);
0x4c8b78	DWORD get_input()	line 334 in automap.c	int keyCode = sub_4C8B78();
0x41cba4	void decode_map_data()	line 658 in automap.c	sub_41CBA4(elevation);
0x41cd6c	void copy_file_data()	line 683 in automap.c	if (sub_41CD6C(stream1, stream2, entryOffset) == -1) {
0x41cd6c	void copy_file_data()	line 730 in automap.c	if (sub_41CD6C(stream1, stream2, automapDataSize - nextEntryOffset) == -1) {
0x4c6244	void db_fwriteLong()	line 839 in automap.c	if (sub_4C6244(stream, gAutomapEntry.dataSize) == -1) {
0x4c614c	DWORD db_freadInt(DbFile* file, DWORD* _out)	line 894 in automap.c	if (sub_4C614C(stream, &(gAutomapEntry.dataSize)) == -1) {
0x4c6244	void db_fwriteLong()	line 957 in automap.c	if (sub_4C6244(stream, gAutomapHeader.dataSize) == -1) {
0x4c6550	void db_fwriteLongCount()	line 961 in automap.c	if (sub_4C6550(stream, (int*)gAutomapHeader.offsets, AUTOMAP_OFFSET_COUNT) == -1) {
0x4c614c	DWORD db_freadInt(DbFile* file, DWORD* _out)	line 986 in automap.c	if (sub_4C614C(stream, &(gAutomapHeader.dataSize)) == -1) {
0x4c63bc	DWORD db_freadIntCount(DbFile* file, DWORD* dest, DWORD count)	line 990 in automap.c	if (sub_4C63BC(stream, (int*)gAutomapHeader.offsets, AUTOMAP_OFFSET_COUNT) == -1) {
0x41cba4	void decode_map_data()	line 1002 in automap.c	void sub_41CBA4(int elevation)
0x48c7a0	void obj_process_seen()	line 1006 in automap.c	sub_48C7A0();
0x41cd6c	void copy_file_data()	line 1062 in automap.c	int sub_41CD6C(File* stream1, File* stream2, int length)
0x431df8	void editor_design()	line 446 in character_editor.c	int sub_431DF8(bool isCreationMode)
0x43a7dc	void SavePlayer()	line 455 in character_editor.c	sub_43A7DC();
0x43c228	void UpdateLevel()	line 463 in character_editor.c	if (sub_43C228()) {
0x4c9370	void get_time()	line 475 in character_editor.c	dword_5709C4 = sub_4C9370();
0x4c8b78	DWORD get_input()	line 476 in character_editor.c	int keyCode = sub_4C8B78();
0x43df50	void is_supper_bonus()	line 526 in character_editor.c	if (sub_43DF50()) {
0x437c08	void OptionWindow()	line 586 in character_editor.c	// sub_437C08();
0x43af40	void InfoButton()	line 589 in character_editor.c	sub_43AF40(keyCode);
0x4d9aa0	void win_button_press_and_release()	line 640 in character_editor.c	sub_4D9AA0(dword_5705EC[characterEditorSelectedItem]);
0x4d9aa0	void win_button_press_and_release()	line 645 in character_editor.c	sub_4D9AA0(dword_570158[gCharacterEditorIsCreationMode - 61]);
0x4d9aa0	void win_button_press_and_release()	line 649 in character_editor.c	sub_4D9AA0(dword_5700A8[gCharacterEditorIsCreationMode - 82]);
0x4d9aa0	void win_button_press_and_release()	line 659 in character_editor.c	sub_4D9AA0(dword_570610[characterEditorSelectedItem]);
0x4d9aa0	void win_button_press_and_release()	line 664 in character_editor.c	sub_4D9AA0(dword_570158[gCharacterEditorIsCreationMode - 61]);
0x4d9aa0	void win_button_press_and_release()	line 668 in character_editor.c	sub_4D9AA0(dword_5700A8[gCharacterEditorIsCreationMode - 82]);
0x43e0d4	void folder_scroll()	line 677 in character_editor.c	sub_43E0D4(-1);
0x43e0d4	void folder_scroll()	line 727 in character_editor.c	sub_43E0D4(1);
0x43ae84	void FldrButton()	line 782 in character_editor.c	sub_43AE84();
0x43e0d4	void folder_scroll()	line 786 in character_editor.c	sub_43E0D4(-1);
0x43e0d4	void folder_scroll()	line 790 in character_editor.c	sub_43E0D4(1);
0x49f984	void proto_dude_update_gender()	line 813 in character_editor.c	sub_49F984();
0x43a8bc	void RestorePlayer()	line 821 in character_editor.c	sub_43A8BC();
0x43df8c	void folder_init()	line 1131 in character_editor.c	sub_43DF8C();
0x451970	void gsound_red_butt_press()	line 1176 in character_editor.c	buttonSetCallbacks(dword_5705E4, sub_451970, NULL);
0x451970	void gsound_red_butt_press()	line 1177 in character_editor.c	buttonSetCallbacks(dword_5705E8, sub_451970, NULL);
0x451998	void gsound_lrg_butt_press()	line 1205 in character_editor.c	buttonSetCallbacks(btn, sub_451998, NULL);
0x451998	void gsound_lrg_butt_press()	line 1225 in character_editor.c	buttonSetCallbacks(btn, sub_451998, NULL);
0x451998	void gsound_lrg_butt_press()	line 1245 in character_editor.c	buttonSetCallbacks(btn, sub_451998, NULL);
0x451970	void gsound_red_butt_press()	line 1366 in character_editor.c	buttonSetCallbacks(dword_570610[i], sub_451970, NULL);
0x451970	void gsound_red_butt_press()	line 1383 in character_editor.c	buttonSetCallbacks(dword_5705EC[i], sub_451970, NULL);
0x43a5bc	void RegInfoAreas()	line 1388 in character_editor.c	sub_43A5BC();
0x451970	void gsound_red_butt_press()	line 1406 in character_editor.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x451970	void gsound_red_butt_press()	line 1424 in character_editor.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x451970	void gsound_red_butt_press()	line 1442 in character_editor.c	buttonSetCallbacks(btn, sub_451970, sub_451978);
0x433c0c	void CharEditInit()	line 1507 in character_editor.c	void sub_433C0C()
0x433c6c	void get_input_str()	line 1527 in character_editor.c	int sub_433C6C(int win, int cancelKeyCode, char* text, int maxLength, int x, int y, int textColor, int backgroundColor, int flags)
0x4c9370	void get_time()	line 1556 in character_editor.c	dword_5709C4 = sub_4C9370();
0x4c8b78	DWORD get_input()	line 1558 in character_editor.c	int keyCode = sub_4C8B78();
0x434060	void isdoschar()	line 1577 in character_editor.c	if (!sub_434060(keyCode)) {
0x434060	void isdoschar()	line 1617 in character_editor.c	bool sub_434060(int ch)
0x4340d0	void strmfe()	line 1636 in character_editor.c	char* sub_4340D0(char* dest, const char* name, const char* ext)
0x43e200	void folder_clear()	line 1705 in character_editor.c	sub_43E200();
0x43e28c	DWORD folder_print_seperator(char* text)	line 1710 in character_editor.c	if (sub_43E28C(string)) {
0x43e3d8	DWORD folder_print_line(char* text)	line 1722 in character_editor.c	if (sub_43E3D8(string)) {
0x43e3d8	DWORD folder_print_line(char* text)	line 1733 in character_editor.c	if (sub_43E3D8(string)) {
0x43e28c	DWORD folder_print_seperator(char* text)	line 1752 in character_editor.c	sub_43E28C(string);
0x43e3d8	DWORD folder_print_line(char* text)	line 1765 in character_editor.c	if (sub_43E3D8(perkName)) {
0x434498	void kills_list_comp()	line 1786 in character_editor.c	int sub_434498(const KillInfo* a, const KillInfo* b)
0x43e200	void folder_clear()	line 1800 in character_editor.c	sub_43E200();
0x4c9370	void get_time()	line 1876 in character_editor.c	dword_5709C4 = sub_4C9370();
0x4c9370	void get_time()	line 1897 in character_editor.c	dword_5709C4 = sub_4C9370();
0x43a9cc	void itostndn()	line 1989 in character_editor.c	sub_43A9CC(exp, formattedValueBuffer));
0x43a9cc	void itostndn()	line 2010 in character_editor.c	formattedValue = sub_43A9CC(expToNextLevel, formattedValueBuffer);
0x451970	void gsound_red_butt_press()	line 2626 in character_editor.c	buttonSetCallbacks(dword_5705E4, sub_451970, NULL);
0x451970	void gsound_red_butt_press()	line 2644 in character_editor.c	buttonSetCallbacks(dword_5705E8, sub_451970, NULL);
0x43aaec	void DrawCard()	line 2667 in character_editor.c	sub_43AAEC(graphicId, title, NULL, description);
0x43aaec	void DrawCard()	line 2675 in character_editor.c	sub_43AAEC(7, title, NULL, description);
0x43aaec	void DrawCard()	line 2683 in character_editor.c	sub_43AAEC(7, title, NULL, description);
0x43aaec	void DrawCard()	line 2688 in character_editor.c	sub_43AAEC(8, title, NULL, description);
0x43aaec	void DrawCard()	line 2694 in character_editor.c	sub_43AAEC(9, title, NULL, description);
0x43aaec	void DrawCard()	line 2699 in character_editor.c	sub_43AAEC(dword_5705B0, off_5705B8, off_5705BC, off_5705CC);
0x43aaec	void DrawCard()	line 2706 in character_editor.c	sub_43AAEC(graphicId, title, NULL, description);
0x43aaec	void DrawCard()	line 2711 in character_editor.c	sub_43AAEC(11, title, NULL, description);
0x43aaec	void DrawCard()	line 2716 in character_editor.c	sub_43AAEC(12, title, NULL, description);
0x43aaec	void DrawCard()	line 2721 in character_editor.c	sub_43AAEC(13, title, NULL, description);
0x43aaec	void DrawCard()	line 2726 in character_editor.c	sub_43AAEC(14, title, NULL, description);
0x43aaec	void DrawCard()	line 2731 in character_editor.c	sub_43AAEC(15, title, NULL, description);
0x43aaec	void DrawCard()	line 2736 in character_editor.c	sub_43AAEC(16, title, NULL, description);
0x43aaec	void DrawCard()	line 2741 in character_editor.c	sub_43AAEC(17, title, NULL, description);
0x43aaec	void DrawCard()	line 2750 in character_editor.c	sub_43AAEC(graphicId, title, NULL, description);
0x43aaec	void DrawCard()	line 2763 in character_editor.c	sub_43AAEC(graphicId, title, formatted, description);
