Function	Code	File
	chkTile = fo::func::tile_num_in_direction(dstTile, rotation, 1);	FalloutEngine\EngineUtils.cpp
	long _tile = fo::func::tile_num_in_direction(tile, direction, 1);	Game\tilemap.cpp
	long tile = fo::func::tile_num_in_direction(childData.tile, rotation, 1);	Game\tilemap.cpp
	objTile = fo::func::tile_num_in_direction(objTile, dir, 1);	Game\AI\AIHelpers.cpp
	jmp  fo::funcoffs::tile_num_in_direction_;	Modules\BugFixes.cpp
	checkTile = fo::func::tile_num_in_direction(checkTile, rotation, dist);	Modules\BugFixes.cpp
	long tilePlace = fo::func::tile_num_in_direction(dudeTile, dudeRot, distance);	Modules\BugFixes.cpp
	if (fo::func::obj_blocking_at(source, fo::func::tile_num_in_direction(tilePlace, dir, 1), elevation)) {	Modules\BugFixes.cpp
DWORD tile_dir(DWORD scrTile, DWORD dstTile)	long dir = fo::func::tile_dir(source->tile, dstTile);	FalloutEngine\EngineUtils.cpp
	long dir = fo::func::tile_dir(objTile, targetTile);	Game\AI\AIHelpers.cpp
	long dir = source->rotation - fo::func::tile_dir(source->tile, target->tile);	Modules\MiscPatches.cpp
	long direction = fo::func::tile_dir(fo::var::obj_dude->tile, relativeObject->tile);	Modules\Sound.cpp
void tile_num_beyond()	sf::MakeJump(fo::funcoffs::tile_num_beyond_ + 1, tile_num_beyond_replacement); // 0x4B1B84	Game\tilemap.cpp
DWORD tile_on_edge(DWORD tile)	if ((dist + currentRange) >= maxRange || fo::func::tile_on_edge(tile)) return tile;	Game\tilemap.cpp
	if ((dist + currentRange) >= maxRange || fo::func::tile_on_edge(tile)) return tile;	Game\tilemap.cpp
DWORD square_coord(DWORD square, DWORD* outX, DWORD* outY)	fo::func::square_coord(X + sY, &s_x, &s_y);	HRP\ViewMap\ViewMap.cpp
void square_num()	call fo::funcoffs::square_num_;	Modules\Scripting\Handlers\Misc.cpp
void square_xy()	call fo::funcoffs::square_xy_;	FalloutEngine\Functions.cpp
	fo::func::square_xy(rect->x, rect->offy,    &x0, &y0);	HRP\ViewMap\ViewMap.cpp
	fo::func::square_xy(rect->x, rect->y,       &x1, &y1);	HRP\ViewMap\ViewMap.cpp
	fo::func::square_xy(rect->offx, rect->y,    &x2, &y2);	HRP\ViewMap\ViewMap.cpp
	fo::func::square_xy(rect->offx, rect->offy, &x3, &y3);	HRP\ViewMap\ViewMap.cpp
void grid_toggle()	// __asm call fo::funcoffs::grid_toggle_;	Modules\DebugEditor.cpp
void floor_draw()	call fo::funcoffs::floor_draw_;	HRP\ViewMap\ViewMap.cpp
void tile_scroll_to()	sf::MakeJump(fo::funcoffs::tile_scroll_to_, tile_scroll_to_hack_replacement);   // 0x4B3924	HRP\ViewMap\ViewMap.cpp
	jmp fo::funcoffs::tile_scroll_to_;	Modules\TalkingHeads.cpp
void trait_init()	call fo::funcoffs::trait_init_;	Modules\Perks.cpp
DWORD trait_level(DWORD traitID)	return fo::func::trait_level(trait);	Modules\PartyControl.cpp
void trait_adjust_stat()	sf::MakeJump(fo::funcoffs::trait_adjust_stat_, trait_adjust_stat_replacement); // 0x4B3C7C	Game\stats.cpp
void trait_adjust_skill()	sf::MakeJump(fo::funcoffs::trait_adjust_skill_, trait_adjust_skill_replacement); // 0x4B40FC	Game\skills.cpp
void windowGetTextColor()	__asm call fo::funcoffs::windowGetTextColor_; // set from SetTextColor	Modules\Scripting\Handlers\Interface.cpp
void windowCheckRegion()	jmp  fo::funcoffs::windowCheckRegion_;	Modules\BugFixes.cpp
void windowHide()	__asm call fo::funcoffs::windowHide_;	Modules\Scripting\Handlers\Interface.cpp
void windowShow()	__asm call fo::funcoffs::windowShow_;	Modules\Scripting\Handlers\Interface.cpp
DWORD windowWidth()	long w_width = fo::func::windowWidth();	Modules\Scripting\Handlers\Interface.cpp
DWORD createWindow(char* winName, DWORD x, DWORD y, DWORD width, DWORD height, DWORD color, DWORD flags)	if (fo::func::createWindow(ctx.arg(0).strValue(),	Modules\Scripting\Handlers\Interface.cpp
DWORD selectWindowID(DWORD sWinID)	if (!fo::func::selectWindowID(ctx.program()->currentScriptWin) || fo::var::getInt(FO_VAR_currentWindow) == -1) {	Modules\Scripting\Handlers\Interface.cpp
	long result = fo::func::selectWindowID(ctx.program()->currentScriptWin); // TODO: examine the issue of restoring program->currentScriptWin of the current window in op_pop_flags_	Modules\Scripting\Handlers\Interface.cpp
void selectWindow()	if (!fo::func::selectWindowID(ctx.program()->currentScriptWin) || fo::var::getInt(FO_VAR_currentWindow) == -1) {	Modules\Scripting\Handlers\Interface.cpp
	long result = fo::func::selectWindowID(ctx.program()->currentScriptWin); // TODO: examine the issue of restoring program->currentScriptWin of the current window in op_pop_flags_	Modules\Scripting\Handlers\Interface.cpp
void windowGetBuffer()	call fo::funcoffs::windowGetBuffer_;	FalloutEngine\Functions.cpp
DWORD windowWrapLineWithSpacing(DWORD winID, char* text, DWORD width, DWORD height, DWORD x, DWORD y, DWORD color, DWORD alignment, DWORD lineSpacing)	fo::func::windowWrapLineWithSpacing(win->wID, text, width, maxHeight, x, y, 0x201000F, 0, 0);	Modules\Scripting\Handlers\Interface.cpp
	ctx.setReturn(fo::func::windowWrapLineWithSpacing(win->wID, text, width, maxHeight, x, y, color, 0, 0)); // returns count of lines printed	Modules\Scripting\Handlers\Interface.cpp
void windowWrapLine()	fo::func::windowWrapLineWithSpacing(win->wID, text, width, maxHeight, x, y, 0x201000F, 0, 0);	Modules\Scripting\Handlers\Interface.cpp
	ctx.setReturn(fo::func::windowWrapLineWithSpacing(win->wID, text, width, maxHeight, x, y, color, 0, 0)); // returns count of lines printed	Modules\Scripting\Handlers\Interface.cpp
void displayInWindow()	call fo::funcoffs::displayInWindow_; // *data<eax>, width<edx>, height<ebx>, where<ecx>	FalloutEngine\Functions.cpp
	fo::func::displayInWindow(framePtr->width, framePtr->width, framePtr->height, pixelData); // scaled to window size (w/o transparent)	Modules\Scripting\Handlers\Interface.cpp
void windowDisplay()	fo::func::windowDisplayBuf(x + frmPtr->xshift[direction], framePtr->width, y + frmPtr->yshift[direction], framePtr->height, pixelData, ctx.arg(4).rawValue());	Modules\Scripting\Handlers\Interface.cpp
void windowDisplayBuf()	cmovnz ebx, fo::funcoffs::windowDisplayBuf_;	FalloutEngine\Functions.cpp
	fo::func::windowDisplayBuf(x + frmPtr->xshift[direction], framePtr->width, y + frmPtr->yshift[direction], framePtr->height, pixelData, ctx.arg(4).rawValue());	Modules\Scripting\Handlers\Interface.cpp
void windowDisplayTransBuf()	mov  ebx, fo::funcoffs::windowDisplayTransBuf_;	FalloutEngine\Functions.cpp
DWORD _word_wrap(char* text, unsigned char maxWidth, DWORD* buf, unsigned char* count)	call fo::funcoffs::_word_wrap_;	Modules\QuestList.cpp
	fo::func::_word_wrap(text, width, buf, count);	Modules\QuestList.cpp
	if (fo::func::_word_wrap(text, width, buf, count) == -1) return ExitCode::Error; // error wrap	Modules\QuestList.cpp
void wmWorldMapLoadTempData()	call fo::funcoffs::wmWorldMapLoadTempData_;	Modules\Worldmap.cpp
void wmMapMatchNameToIdx()	call fo::funcoffs::wmMapMatchNameToIdx_;	Modules\MiscPatches.cpp
void wmMapCanRestHere()	jmp  fo::funcoffs::wmMapCanRestHere_;	Modules\Worldmap.cpp
void wmFindCurSubTileFromPos()	call fo::funcoffs::wmFindCurSubTileFromPos_;	FalloutEngine\EngineUtils.cpp
	call fo::funcoffs::wmFindCurSubTileFromPos_;	Modules\BugFixes.cpp
DWORD wmEvalTileNumForPlacement(DWORD tile)	if (fo::func::wmEvalTileNumForPlacement(tilePlace)) {	Modules\BugFixes.cpp
void wmPartyInitWalking()	jmp  fo::funcoffs::wmPartyInitWalking_;	Modules\BugFixes.cpp
	jmp  fo::funcoffs::wmPartyInitWalking_;	Modules\Interface.cpp
void wmPartyWalkingStep()	jmp  fo::funcoffs::wmPartyWalkingStep_;	Modules\Worldmap.cpp
	fo::func::wmPartyWalkingStep();	Modules\HookScripts\MiscHs.cpp
void wmInterfaceScrollTabsStart()	jmp  fo::funcoffs::wmInterfaceScrollTabsStart_;	Modules\Interface.cpp
void wmInterfaceInit()	call fo::funcoffs::wmInterfaceInit_;	Modules\LoadGameHook.cpp
void wmMouseBkProc()	mov  eax, fo::funcoffs::wmMouseBkProc_;	HRP\MoviesScreen.cpp
	mov  eax, fo::funcoffs::wmMouseBkProc_;	HRP\MoviesScreen.cpp
void wmMarkSubTileOffsetVisitedFunc()	call fo::funcoffs::wmMarkSubTileOffsetVisitedFunc_;	Modules\BugFixes.cpp
void wmMarkSubTileRadiusVisited()	call fo::funcoffs::wmMarkSubTileRadiusVisited_;	Modules\BugFixes.cpp
void wmSubTileMarkRadiusVisited()	call fo::funcoffs::wmSubTileMarkRadiusVisited_;	Modules\BugFixes.cpp
void wmInterfaceRefresh()	call fo::funcoffs::wmInterfaceRefresh_;	Modules\Worldmap.cpp
	jmp  fo::funcoffs::wmInterfaceRefresh_;	Modules\HookScripts\MiscHs.cpp
	jmp  fo::funcoffs::wmInterfaceRefresh_;	Modules\HookScripts\MiscHs.cpp
	jmp  fo::funcoffs::wmInterfaceRefresh_;	Modules\HookScripts\MiscHs.cpp
	__asm call fo::funcoffs::wmInterfaceRefresh_;	Modules\Scripting\Handlers\Worldmap.cpp
void wmInterfaceDrawSubTileRectFogged(unsigned char* surface, DWORD width, DWORD height, DWORD surfaceWidth)	fo::func::wmInterfaceDrawSubTileRectFogged(surf, width, height, surfWidth);	FalloutEngine\EngineUtils.cpp
void wmDrawCursorStopped()	__asm jmp fo::funcoffs::wmDrawCursorStopped_;	Modules\Interface.cpp
void wmCarUseGas(DWORD gasAmount)	fo::func::wmCarUseGas(100);	Modules\HookScripts\MiscHs.cpp
void wmRefreshInterfaceOverlay(DWORD isRedraw)	if (backgroundCopy) fo::func::wmRefreshInterfaceOverlay(0); // prevent printing text over the interface	Modules\Interface.cpp
void wmMapMusicStart()	jmp  fo::funcoffs::wmMapMusicStart_;	Modules\MiscPatches.cpp
void wmMatchAreaContainingMapIdx()	call fo::funcoffs::wmMatchAreaContainingMapIdx_;	Modules\MiscPatches.cpp
	call fo::funcoffs::wmMatchAreaContainingMapIdx_;	Modules\Worldmap.cpp
	call fo::funcoffs::wmMatchAreaContainingMapIdx_;	Modules\HookScripts\MiscHs.cpp
	call fo::funcoffs::wmMatchAreaContainingMapIdx_;	Modules\Scripting\Handlers\Worldmap.cpp
void wmTeleportToArea()	call fo::funcoffs::wmTeleportToArea_;	Modules\Worldmap.cpp
void mem_malloc()	jmp  fo::funcoffs::mem_malloc_;	HRP\InterfaceBar.cpp
	call fo::funcoffs::mem_malloc_;	Modules\BarBoxes.cpp
	call fo::funcoffs::mem_malloc_;     // malloc the necessary memory	Modules\BugFixes.cpp
void* mem_realloc(void* lpmem, DWORD msize)	tiles->names = (char*)fo::func::mem_realloc(tiles->names, listpos * 13);	Modules\Tiles.cpp
void mem_free(void* mem)	jmp  fo::funcoffs::mem_free_;	Modules\BugFixes.cpp
	fo::func::mem_free(fo::var::text_object_list[i]->buffer);	Modules\MiscPatches.cpp
	fo::func::mem_free(fo::var::text_object_list[i]);	Modules\MiscPatches.cpp
	fo::func::mem_free(tObj->buffer);	Modules\MiscPatches.cpp
	fo::func::mem_free(tObj);	Modules\MiscPatches.cpp
void my_free()	__asm call fo::funcoffs::my_free_;	Modules\Scripting\Handlers\Interface.cpp
void db_init()	if (!it->empty()) fo::func::db_init(it->c_str(), 0);	Modules\LoadOrder.cpp
	if (!it->empty()) fo::func::db_init(it->c_str(), 0);	Modules\LoadOrder.cpp
void db_read_to_buf()	call fo::funcoffs::db_read_to_buf_;	Modules\FileSystem.cpp
DWORD db_fclose(DbFile* file)	fo::func::db_fclose(frmStream);	FalloutEngine\EngineUtils.cpp
	fo::func::db_fclose(frmStream);	FalloutEngine\EngineUtils.cpp
	fo::func::db_fclose(frmStream);	FalloutEngine\EngineUtils.cpp
	jmp  fo::funcoffs::db_fclose_;	HRP\SplashScreen.cpp
	fo::func::db_fclose(file);	HRP\ViewMap\EdgeBorder.cpp
	fo::func::db_fclose(file);	HRP\ViewMap\EdgeBorder.cpp
	if (file) fo::func::db_fclose(file);	Modules\ExtraSaveSlots.cpp
	fo::func::db_fclose(file);	Modules\ExtraSaveSlots.cpp
	HookCalls(asm_xfclose, {0x4C5DBD, 0x4C5EA5, 0x4C5EB4});	Modules\FileSystem.cpp
	fo::func::db_fclose(fileStream);	Modules\HeroAppearance.cpp
	fo::func::db_fclose(FileStream);	Modules\HeroAppearance.cpp
	fo::func::db_fclose(file);	Modules\Tiles.cpp
	fo::func::db_fclose(artFile);	Modules\Tiles.cpp
	fo::func::db_fclose(file);	Modules\Tiles.cpp
	fo::func::db_fclose(artFile);	Modules\Tiles.cpp
	fo::func::db_fclose(file);	Modules\Tiles.cpp
DbFile* db_fopen(char* path, char* mode)	auto frmStream = fo::func::db_fopen(frmPath, "rb");	FalloutEngine\EngineUtils.cpp
	frmStream = fo::func::db_fopen(frmPath, "rb");	FalloutEngine\EngineUtils.cpp
	fo::DbFile* file = fo::func::db_fopen(edgPath, "rb");	HRP\ViewMap\EdgeBorder.cpp
	HookCalls(asm_xfopen, {0x4C5DA9, 0x4C5E16, 0x4C5EC8});	Modules\FileSystem.cpp
	return fo::func::db_fopen(file, mode);	Modules\LoadOrder.cpp
	jmp  fo::funcoffs::db_fopen_;	Modules\LoadOrder.cpp
	call fo::funcoffs::db_fopen_;	Modules\Message.cpp
	jmp  fo::funcoffs::db_fopen_;	Modules\Message.cpp
	return (premadePath) ? fo::func::db_fopen(premadePath, mode) : nullptr;	Modules\Premade.cpp
	jmp  fo::funcoffs::db_fopen_;	Modules\Premade.cpp
	fo::DbFile* file = fo::func::db_fopen("art\\tiles\\gridmask.frm", "rb"); // same as grid000.frm from HRP	Modules\Tiles.cpp
	fo::DbFile* artFile = fo::func::db_fopen(buf, "rb");	Modules\Tiles.cpp
	fo::DbFile* file = fo::func::db_fopen(buf, "wb");	Modules\Tiles.cpp
	fo::DbFile* file = fo::func::db_fopen("art\\tiles\\xltiles.lst", "rt");	Modules\Tiles.cpp
char* db_fgets(char* buf, DWORD max_count, DbFile* file)	while (fo::func::db_fgets(buf, 31, file) > 0) {	Modules\Tiles.cpp
void db_fputc()	HookCalls(asm_xfputc, {0x4C5FE4, 0x4C61B5, 0x4C61E2, 0x4C61FE, 0x4C6479, 0x4C64B3, 0x4C64D2});	Modules\FileSystem.cpp
void db_fputs()	HookCall(0x4C5FEC, asm_xfputs);	Modules\FileSystem.cpp
void db_ungetc()	HookCall(0x4C5FF4, asm_xfungetc);	Modules\FileSystem.cpp
DWORD db_fread(void* buf, DWORD elsize, DWORD count, DbFile* file)	if (fo::func::db_freadInt(frmStream, &frmHeader->version) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShort(frmStream, &frmHeader->FPS) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShort(frmStream, &frmHeader->actionFrame) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShort(frmStream, &frmHeader->numFrames) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShortCount(frmStream, frmHeader->xCentreShift, 6) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShortCount(frmStream, frmHeader->yCentreShift, 6) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadIntCount(frmStream, frmHeader->oriOffset, 6) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadInt(frmStream, &frmHeader->frameAreaSize) == -1)	FalloutEngine\EngineUtils.cpp
	if (fo::func::db_freadShort(frmStream, &frame->width) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShort(frmStream, &frame->height) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadInt(frmStream, &frame->size) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShort(frmStream, &frame->x) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShort(frmStream, &frame->y) == -1)	FalloutEngine\EngineUtils.cpp
	if (fo::func::db_fread(frame->indexBuff, 1, frame->size, frmStream) != frame->size)	FalloutEngine\EngineUtils.cpp
	fo::func::db_freadShort(file, &rixWidth);	HRP\SplashScreen.cpp
	fo::func::db_freadShort(file, &rixHeight);	HRP\SplashScreen.cpp
	fo::func::db_fread(rixBuffer, 1, size, file);	HRP\SplashScreen.cpp
	fo::func::db_freadInt(file, &getValue);	HRP\ViewMap\EdgeBorder.cpp
	fo::func::db_freadInt(file, &getValue);	HRP\ViewMap\EdgeBorder.cpp
	if (fo::func::db_freadInt(file, &getValue) || getValue) return file; // error, incorrect map level	HRP\ViewMap\EdgeBorder.cpp
	if (fo::func::db_freadIntCount(file, (DWORD*)&edgeData->squareRect, 4) || fo::func::db_freadInt(file, (DWORD*)&edgeData->clipData)) {	HRP\ViewMap\EdgeBorder.cpp
	long result = fo::func::db_freadIntCount(file, (DWORD*)&edgeData->tileRect, 4); // load rectangle data	HRP\ViewMap\EdgeBorder.cpp
	if (fo::func::db_freadInt(file, &getValue)) { // are there more rectangles on the current map level?	HRP\ViewMap\EdgeBorder.cpp
	if (fo::func::db_freadInt(fileStream, &temp) != -1 && temp < 100) {	Modules\HeroAppearance.cpp
	if (fo::func::db_freadInt(fileStream, &temp) != -1 && temp < 100) {	Modules\HeroAppearance.cpp
	fo::func::db_freadByteCount(file, mask, 80 * 36);	Modules\Tiles.cpp
	fo::func::db_freadShort(artFile, &width);	Modules\Tiles.cpp
	fo::func::db_freadShort(artFile, &height);	Modules\Tiles.cpp
	fo::func::db_fread(pixelData, 1, bytes, artFile) != bytes)	Modules\Tiles.cpp
	fo::func::db_freadByteCount(artFile, (BYTE*)&frame, 74);	Modules\Tiles.cpp
void db_fwrite()	HookCall(0x4C60B8, asm_xfwrite);	Modules\FileSystem.cpp
	if (fo::func::db_fwriteInt(FileStream, (DWORD)currentRaceVal) != -1) {	Modules\HeroAppearance.cpp
	fo::func::db_fwriteInt(FileStream, (DWORD)currentStyleVal);	Modules\HeroAppearance.cpp
	fo::func::db_fwriteByteCount(file, (BYTE*)&frame, sizeof(frame));	Modules\Tiles.cpp
DWORD db_fseek(DbFile* file, DWORD pos, DWORD origin)	fo::func::db_fseek(file, 4, SEEK_SET);	HRP\SplashScreen.cpp
	fo::func::db_fseek(file, 2 + 768, SEEK_CUR);	HRP\SplashScreen.cpp
	HookCall(0x4C60C0, asm_xfseek);	Modules\FileSystem.cpp
	jmp fo::funcoffs::db_fseek_;	Modules\HeroAppearance.cpp
	fo::func::db_fseek(file, 0x4A, SEEK_SET);	Modules\Tiles.cpp
	fo::func::db_fseek(artFile, 0x3E, SEEK_SET); // frameData	Modules\Tiles.cpp
	if (fo::func::db_fseek(artFile, 0x4A, SEEK_SET) ||	Modules\Tiles.cpp
	fo::func::db_fseek(artFile, 0, SEEK_SET);	Modules\Tiles.cpp
void db_ftell()	HookCall(0x4C60C8, asm_xftell);	Modules\FileSystem.cpp
void db_rewind()	HookCall(0x4C60D0, asm_xfrewind);	Modules\FileSystem.cpp
void db_feof()	HookCall(0x4C60D8, asm_xfeof);	Modules\FileSystem.cpp
DWORD db_freadByte(DbFile* file, unsigned char* _out)	fo::func::db_freadByteCount(file, mask, 80 * 36);	Modules\Tiles.cpp
	fo::func::db_freadByteCount(artFile, (BYTE*)&frame, 74);	Modules\Tiles.cpp
DWORD db_freadShort(DbFile* file, ushort* _out)	else if (fo::func::db_freadShort(frmStream, &frmHeader->FPS) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShort(frmStream, &frmHeader->actionFrame) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShort(frmStream, &frmHeader->numFrames) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShortCount(frmStream, frmHeader->xCentreShift, 6) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShortCount(frmStream, frmHeader->yCentreShift, 6) == -1)	FalloutEngine\EngineUtils.cpp
	if (fo::func::db_freadShort(frmStream, &frame->width) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShort(frmStream, &frame->height) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShort(frmStream, &frame->x) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShort(frmStream, &frame->y) == -1)	FalloutEngine\EngineUtils.cpp
	fo::func::db_freadShort(file, &rixWidth);	HRP\SplashScreen.cpp
	fo::func::db_freadShort(file, &rixHeight);	HRP\SplashScreen.cpp
	fo::func::db_freadShort(artFile, &width);	Modules\Tiles.cpp
	fo::func::db_freadShort(artFile, &height);	Modules\Tiles.cpp
DWORD db_freadInt(DbFile* file, DWORD* _out)	if (fo::func::db_freadInt(frmStream, &frmHeader->version) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadIntCount(frmStream, frmHeader->oriOffset, 6) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadInt(frmStream, &frmHeader->frameAreaSize) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadInt(frmStream, &frame->size) == -1)	FalloutEngine\EngineUtils.cpp
	fo::func::db_freadInt(file, &getValue);	HRP\ViewMap\EdgeBorder.cpp
	fo::func::db_freadInt(file, &getValue);	HRP\ViewMap\EdgeBorder.cpp
	if (fo::func::db_freadInt(file, &getValue) || getValue) return file; // error, incorrect map level	HRP\ViewMap\EdgeBorder.cpp
	if (fo::func::db_freadIntCount(file, (DWORD*)&edgeData->squareRect, 4) || fo::func::db_freadInt(file, (DWORD*)&edgeData->clipData)) {	HRP\ViewMap\EdgeBorder.cpp
	long result = fo::func::db_freadIntCount(file, (DWORD*)&edgeData->tileRect, 4); // load rectangle data	HRP\ViewMap\EdgeBorder.cpp
	if (fo::func::db_freadInt(file, &getValue)) { // are there more rectangles on the current map level?	HRP\ViewMap\EdgeBorder.cpp
	call fo::funcoffs::db_freadInt_;	Modules\BugFixes.cpp
	if (fo::func::db_freadInt(fileStream, &temp) != -1 && temp < 100) {	Modules\HeroAppearance.cpp
	if (fo::func::db_freadInt(fileStream, &temp) != -1 && temp < 100) {	Modules\HeroAppearance.cpp
DWORD db_fwriteByte(DbFile* file, DWORD value)	fo::func::db_fwriteByteCount(file, (BYTE*)&frame, sizeof(frame));	Modules\Tiles.cpp
DWORD db_fwriteInt(DbFile* file, DWORD value)	jmp  fo::funcoffs::db_fwriteInt_;	Modules\BugFixes.cpp
	if (fo::func::db_fwriteInt(FileStream, (DWORD)currentRaceVal) != -1) {	Modules\HeroAppearance.cpp
	fo::func::db_fwriteInt(FileStream, (DWORD)currentStyleVal);	Modules\HeroAppearance.cpp
DWORD db_freadByteCount(DbFile* file, unsigned char* dest, DWORD count)	fo::func::db_freadByteCount(file, mask, 80 * 36);	Modules\Tiles.cpp
	fo::func::db_freadByteCount(artFile, (BYTE*)&frame, 74);	Modules\Tiles.cpp
DWORD db_freadShortCount(DbFile* file, ushort* dest, DWORD count)	else if (fo::func::db_freadShortCount(frmStream, frmHeader->xCentreShift, 6) == -1)	FalloutEngine\EngineUtils.cpp
	else if (fo::func::db_freadShortCount(frmStream, frmHeader->yCentreShift, 6) == -1)	FalloutEngine\EngineUtils.cpp
DWORD db_freadIntCount(DbFile* file, DWORD* dest, DWORD count)	else if (fo::func::db_freadIntCount(frmStream, frmHeader->oriOffset, 6) == -1)	FalloutEngine\EngineUtils.cpp
	if (fo::func::db_freadIntCount(file, (DWORD*)&edgeData->squareRect, 4) || fo::func::db_freadInt(file, (DWORD*)&edgeData->clipData)) {	HRP\ViewMap\EdgeBorder.cpp
	long result = fo::func::db_freadIntCount(file, (DWORD*)&edgeData->tileRect, 4); // load rectangle data	HRP\ViewMap\EdgeBorder.cpp
	call fo::funcoffs::db_freadIntCount_;	Modules\Tiles.cpp
DWORD db_fwriteByteCount(DbFile* file, char* cptr, DWORD count)	fo::func::db_fwriteByteCount(file, (BYTE*)&frame, sizeof(frame));	Modules\Tiles.cpp
DWORD db_get_file_list(char* searchMask, char*** fileList)	int count = fo::func::db_get_file_list(fileMask.c_str(), &filenames);	Modules\ScriptExtender.cpp
void db_free_file_list(char*** fileList, DWORD arg2)	fo::func::db_free_file_list(&filenames, 0);	Modules\ScriptExtender.cpp
void db_filelength()	HookCalls(asm_xfilelength, {0x4C5DB4, 0x4C5E2D, 0x4C68BC});	Modules\FileSystem.cpp
void rect_clip()	call fo::funcoffs::rect_clip_;	Game\GUI\render.cpp
void rect_malloc()	__asm call fo::funcoffs::rect_malloc_;	Game\GUI\render.cpp
void debug_printf()	__asm jmp fo::funcoffs::debug_printf_;	FalloutEngine\Functions.cpp
	__asm jmp fo::funcoffs::debug_printf_;	FalloutEngine\Functions.cpp
	//fo::func::debug_printf("\ntile_dist: %d", currentRange);	Game\tilemap.cpp
	//fo::func::debug_printf("\ntile_num: %d [x:%d y:%d]", tile, target_X, target_Y);	Game\tilemap.cpp
	//fo::func::debug_printf("\ntile_num: %d [x:%d y:%d]", tile, target_X, target_Y);	Game\tilemap.cpp
	fo::func::debug_printf("\nTilemap::make_path_func: failed to build a path, exceeded the 'pathCounter' limit.");	Game\tilemap.cpp
	//fo::func::debug_printf("\nmake_path_func: tiles [to %d]", childData.tile);	Game\tilemap.cpp
	//fo::func::debug_printf(" <- %d", childData.tile);	Game\tilemap.cpp
	//fo::func::debug_printf(" <- %d [from] len:%d\n", dadData->tile, pathLen);	Game\tilemap.cpp
	if (lockCount >= lockLimit) fo::func::debug_printf("\n[SFALL] Warning: The number of animated slots in the lock is too large, locked %d of %d", lockCount, animationLimit);	Modules\Animations.cpp
	call fo::funcoffs::debug_printf_;	Modules\BugFixes.cpp
	fo::func::debug_printf(errorTable, "set_critical_table()");	Modules\Criticals.cpp
	fo::func::debug_printf(errorTable, "get_critical_table()");	Modules\Criticals.cpp
	fo::func::debug_printf(errorTable, "reset_critical_table()");	Modules\Criticals.cpp
	if (!itMem->second.proto) fo::func::debug_printf("[SFALL] Error get critter prototype pid: %d\n", itMem->second.pid);	Modules\CritterStats.cpp
	fo::func::debug_printf("LOADSAVE: Total critter base stats saved: %d\n", count);	Modules\CritterStats.cpp
	fo::func::debug_printf("LOADSAVE: Total critter bonus stats saved: %d\n", count);	Modules\CritterStats.cpp
	fo::func::debug_printf("LOADSAVE: Critter PID/ID: %d/%d, saved base stat: %d, value: %d, def: %d\n", data.objPID, data.objID, data.stat, data.amount, data.defVal);	Modules\CritterStats.cpp
	fo::func::debug_printf("LOADSAVE: Critter PID/ID: %d/%d, saved bonus stat: %d, value: %d, def: %d\n", data.objPID, data.objID, data.stat, data.amount, data.defVal);	Modules\CritterStats.cpp
	call fo::funcoffs::debug_printf_;	Modules\DebugEditor.cpp
	call fo::funcoffs::debug_printf_;	Modules\DebugEditor.cpp
	call fo::funcoffs::debug_printf_;	Modules\DebugEditor.cpp
	jmp  fo::funcoffs::debug_printf_; // ERROR: attempt to reference...	Modules\DebugEditor.cpp
	call fo::funcoffs::debug_printf_;	Modules\DebugEditor.cpp
	fo::func::debug_printf("System timer resolution: %d - %d ms.\n", min, max);	Modules\DebugEditor.cpp
	fo::func::debug_printf("\nApperanceMod: art\\intrface\\AppHeroWin.frm file not found.");	Modules\HeroAppearance.cpp
	call fo::funcoffs::debug_printf_;	Modules\Inventory.cpp
	fo::func::debug_printf("\n[SFALL] ERROR reading data: %s", buf);	Modules\LoadGameHook.cpp
	fo::func::debug_printf("\nSFALL: [State reset %s]\n", str);	Modules\LoadGameHook.cpp
